,Name,Year_of_Release,Publisher,Country,City,Developer,Platform,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
9302,ESPN MLB Baseball,2004.0,Sega,United States,"Ota, Tokyo,San Francisco",,XB,Sports,0.1,0.03,0.0,0.0,0.14,,,,,
9303,Gladius,2003.0,Activision,United States,Santa Monica,LucasArts,XB,Strategy,0.1,0.03,0.0,0.0,0.14,79.0,31.0,8.5,22.0,T
9304,Legends of Wrestling,2002.0,Acclaim Entertainment,United States,Glen Cove,Acclaim,XB,Fighting,0.1,0.03,0.0,0.0,0.14,65.0,10.0,5.8,4.0,T
9305,Queen's Gate: Spiral Chaos,2011.0,Namco Bandai Games,nan,nan,,PSP,Role-Playing,0.0,0.0,0.14,0.0,0.14,,,,,
9306,Nayuta no Kiseki,2012.0,Nihon Falcom Corporation,nan,nan,,PSP,Action,0.0,0.0,0.14,0.0,0.14,,,,,
9307,Magnetica,2006.0,Nintendo,Japan,Kyoto,Mitchell,DS,Puzzle,0.08,0.01,0.03,0.01,0.14,68.0,33.0,8.1,11.0,E
9308,Red Orchestra 2: Heroes of Stalingrad,2011.0,Tripwire Interactive,United States,Roswell,Tripwire Interactive,PC,Shooter,0.04,0.07,0.0,0.02,0.14,76.0,49.0,7.3,729.0,M
9309,Spy Hunter 2,2003.0,Midway Games,United States,Chicago,Midway,XB,Racing,0.1,0.03,0.0,0.0,0.13,57.0,22.0,,,T
9310,Open Season,2006.0,Ubisoft,Europe,Montreuil-sous-Bois,Ubisoft Quebec,DS,Platform,0.12,0.0,0.0,0.01,0.13,72.0,4.0,,,E
9311,Avatar: The Last Airbender - The Burning Earth,2007.0,THQ,United States,Agoura Hills,,X360,Action,0.11,0.01,0.0,0.01,0.13,,,,,
9312,LEGO The Lord of the Rings,2012.0,Warner Bros. Interactive Entertainment,United States,Chicago,TT Games,DS,Action,0.0,0.12,0.0,0.01,0.13,,,,,E10+
9313,Backyard Soccer,2001.0,Infogrames,nan,nan,Humongous Entertainment,PS,Sports,0.07,0.05,0.0,0.01,0.13,,,,,E
9314,Imagine: Fashion Stylist,2010.0,Ubisoft,Europe,Montreuil-sous-Bois,Magic Pockets,DS,Simulation,0.13,0.0,0.0,0.01,0.13,,,,,E
9315,Final Fantasy XI: Rise of the Zilart,2003.0,Square Enix,Japan,"Shinjuku, Tokyo",,PS2,Role-Playing,0.0,0.0,0.13,0.0,0.13,,,,,
9316,Your Shape: Fitness Evolved 2013,2012.0,Ubisoft,Europe,Montreuil-sous-Bois,Blue Byte,WiiU,Action,0.06,0.07,0.0,0.01,0.13,76.0,8.0,6.3,16.0,E10+
9317,Monster Jam,2007.0,Activision,United States,Santa Monica,Torus Games,DS,Racing,0.12,0.0,0.0,0.01,0.13,,,,,E
9318,James Bond 007: Nightfire,2003.0,Electronic Arts,United States,Redwood City,JV Games Inc.,GBA,Shooter,0.1,0.04,0.0,0.0,0.13,66.0,6.0,8.1,9.0,T
9319,Let's Play Ballerina,2010.0,Deep Silver,nan,nan,,DS,Sports,0.13,0.0,0.0,0.01,0.13,,,,,
9320,Nobunaga no Yabou: Tendou,2010.0,Tecmo Koei,nan,nan,,PS3,Strategy,0.0,0.0,0.13,0.0,0.13,,,,,
9321,Back At The Barnyard: Slop Bucket Games,2008.0,THQ,United States,Agoura Hills,THQ,DS,Sports,0.12,0.0,0.0,0.01,0.13,49.0,4.0,,,E
9322,Medalot 7,2012.0,Rocket Company,nan,nan,,3DS,Action,0.0,0.0,0.13,0.0,0.13,,,,,
9323,Bio FREAKS,1998.0,GT Interactive,nan,nan,,PS,Action,0.07,0.05,0.0,0.01,0.13,,,,,
9324,Little League World Series Baseball 2009,2009.0,Activision,United States,Santa Monica,Black Lantern Studios,DS,Sports,0.12,0.0,0.0,0.01,0.13,,,,,E
9325,Castlevania Chronicles,2001.0,Konami Digital Entertainment,nan,nan,Konami,PS,Platform,0.07,0.05,0.0,0.01,0.13,69.0,16.0,7.0,13.0,T
9326,Suzumiya Haruhi no Tomadoi,2008.0,Banpresto,nan,nan,,PS2,Adventure,0.0,0.0,0.13,0.0,0.13,,,,,
9327,International Cricket 2010,2010.0,Codemasters,United Kingdom,Southam,,X360,Sports,0.0,0.12,0.0,0.02,0.13,,,,,
9328,GoldenEye 007 (2010),2010.0,Activision,United States,Santa Monica,,DS,Action,0.1,0.03,0.0,0.01,0.13,,,,,
9329,Bratz,2002.0,Ubisoft,Europe,Montreuil-sous-Bois,DC Studios,GBA,Platform,0.1,0.04,0.0,0.0,0.13,,,,,E
9330,Pinball Hall of Fame: The Gottlieb Collection,2006.0,System 3 Arcade Software,nan,nan,Farsight Studios,Wii,Misc,0.12,0.0,0.0,0.01,0.13,,,,,E
9331,King Arthur,2004.0,Konami Digital Entertainment,nan,nan,Krome Studios,PS2,Action,0.07,0.05,0.0,0.02,0.13,59.0,22.0,8.0,10.0,T
9332,FIFA Street 2,2006.0,Electronic Arts,United States,Redwood City,EA Canada,PSP,Sports,0.07,0.05,0.0,0.02,0.13,58.0,6.0,6.9,17.0,E
9333,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,2005.0,D3Publisher,nan,nan,,PS2,Misc,0.0,0.0,0.13,0.0,0.13,,,,,
9334,The Guy Game,2004.0,Gathering of Developers,nan,nan,Top Heavy Studios,PS2,Misc,0.07,0.05,0.0,0.02,0.13,48.0,20.0,6.7,13.0,M
9335,Rurouni Kenshin: Enjou! Kyoto Rinne,2006.0,Banpresto,nan,nan,,PS2,Action,0.0,0.0,0.13,0.0,0.13,,,,,
9336,Blade II,2002.0,Activision,United States,Santa Monica,Mucky Foot Productions,XB,Action,0.1,0.03,0.0,0.0,0.13,53.0,20.0,4.0,4.0,M
9337,Rogue Warrior,2009.0,Bethesda Softworks,United States,Rockville,Rebellion,PS3,Shooter,0.11,0.01,0.0,0.01,0.13,27.0,24.0,2.8,66.0,M
9338,Suikoden: Tsumugareshi Hyakunen no Toki,2012.0,Konami Digital Entertainment,nan,nan,,PSP,Role-Playing,0.0,0.0,0.13,0.0,0.13,,,,,
9339,Baseball Advance,2002.0,Sega,United States,"Ota, Tokyo,San Francisco",Smilebit,GBA,Sports,0.1,0.04,0.0,0.0,0.13,80.0,16.0,7.8,5.0,E
9340,Nicktoons: MLB,2011.0,Take-Two Interactive,nan,nan,High Voltage Software,X360,Sports,0.12,0.0,0.0,0.01,0.13,,,7.6,7.0,E
9341,Shonen Jump's One Piece: Grand Battle,2005.0,Atari,United States,Pawtucket,,PS2,Fighting,0.07,0.05,0.0,0.02,0.13,,,,,
9342,Learn Math,2009.0,DreamCatcher Interactive,nan,nan,Dreamcatcher,DS,Puzzle,0.12,0.0,0.0,0.01,0.13,,,,,E
9343,Nitrobike,2008.0,Ubisoft,Europe,Montreuil-sous-Bois,Left Field Productions,Wii,Racing,0.11,0.01,0.0,0.01,0.13,49.0,22.0,7.1,7.0,E10+
9344,Cruise Ship Vacation Games,2009.0,Avanquest,nan,nan,Activision,Wii,Puzzle,0.12,0.0,0.0,0.01,0.13,,,,,E
9345,Pro Yaky? Spirits 6,2009.0,Konami Digital Entertainment,nan,nan,,PS2,Sports,0.0,0.0,0.13,0.0,0.13,,,,,
9346,Paperboy / Rampage,2005.0,Zoo Digital Publishing,nan,nan,DSI Games,GBA,Misc,0.1,0.04,0.0,0.0,0.13,,,,,E
9347,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,2010.0,Spike,Japan,Tokyo,,DS,Role-Playing,0.0,0.0,0.13,0.0,0.13,,,,,
9348,Vampire Moon: The Mystery of the Hidden Sun,2010.0,City Interactive,nan,nan,City Interactive,DS,Adventure,0.12,0.01,0.0,0.01,0.13,50.0,8.0,,,E
9349,Sentou Kokka Air Land Battle,1995.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)",,PS,Strategy,0.0,0.0,0.13,0.01,0.13,,,,,
9350,Quick Yoga Training,2008.0,Ubisoft,Europe,Montreuil-sous-Bois,"Ubisoft, Moss",DS,Misc,0.12,0.0,0.0,0.01,0.13,,,,,E
9351,Attack on Titan (KOEI),2016.0,Tecmo Koei,nan,nan,,PSV,Action,0.0,0.0,0.13,0.0,0.13,,,,,
9352,NTRA Breeders' Cup World Thoroughbred Championships,2005.0,Bethesda Softworks,United States,Rockville,,PS2,Simulation,0.07,0.05,0.0,0.02,0.13,,,,,
9353,Hulk Hogan's Main Event,2011.0,505 Games,nan,nan,Panic Button,X360,Fighting,0.1,0.02,0.0,0.01,0.13,26.0,4.0,2.2,20.0,T
9354,Tak 2: The Staff of Dreams,2004.0,THQ,United States,Agoura Hills,Avalanche Software,XB,Platform,0.1,0.03,0.0,0.0,0.13,73.0,25.0,,,E
9355,Destroy All Humans! Big Willy Unleashed,2008.0,THQ,United States,Agoura Hills,,Wii,Action,0.12,0.0,0.0,0.01,0.13,,,,,
9356,Retro Atari Classics,2005.0,Atari,United States,Pawtucket,Taniko,DS,Misc,0.12,0.0,0.0,0.01,0.13,51.0,17.0,3.7,7.0,E
9357,Imagine: Fashion Designer,2011.0,Ubisoft,Europe,Montreuil-sous-Bois,Ubisoft Sofia,3DS,Simulation,0.1,0.02,0.0,0.01,0.13,,,,,E
9358,Need for Speed Underground 2,2005.0,Electronic Arts,United States,Redwood City,EA Canada,DS,Racing,0.11,0.02,0.0,0.01,0.13,65.0,13.0,7.0,25.0,E
9359,My Spanish Coach,2008.0,Ubisoft,Europe,Montreuil-sous-Bois,Ubisoft,PSP,Misc,0.12,0.0,0.0,0.01,0.13,,,,,E
9360,Ys: The Ark of Napishtim,2005.0,Konami Digital Entertainment,nan,nan,Falcom,PS2,Role-Playing,0.07,0.05,0.0,0.02,0.13,72.0,35.0,8.8,14.0,T
9361,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,2016.0,Square Enix,Japan,"Shinjuku, Tokyo",,PS3,Action,0.0,0.0,0.13,0.0,0.13,,,,,
9362,Dragon Age Origins: Awakening,2010.0,Electronic Arts,United States,Redwood City,,PC,Role-Playing,0.01,0.1,0.0,0.02,0.13,,,,,
9363,Azure Dreams,1997.0,Konami Digital Entertainment,nan,nan,,PS,Role-Playing,0.07,0.05,0.0,0.01,0.13,,,,,
9364,Divinity II: The Dragon Knight Saga,2010.0,Focus Home Interactive,France,Paris,Larian Studios,X360,Role-Playing,0.11,0.02,0.0,0.01,0.13,72.0,13.0,7.8,50.0,M
9365,SingStar Latino,2007.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)",SCEE London Studio,PS2,Misc,0.07,0.05,0.0,0.02,0.13,,,,,T
9366,Kung Fu Panda 2,2011.0,THQ,United States,Agoura Hills,,Wii,Action,0.07,0.05,0.0,0.01,0.13,,,,,
9367,NHL 2K8,2007.0,Take-Two Interactive,nan,nan,Kush Games,X360,Sports,0.11,0.01,0.0,0.01,0.13,71.0,43.0,7.4,16.0,E10+
9368,Pro Baseball Spirits 2015,2015.0,Konami Digital Entertainment,nan,nan,,PSV,Action,0.0,0.0,0.13,0.0,0.13,,,,,
9369,Haunted House,2010.0,Atari,United States,Pawtucket,"Atari, Atari SA",Wii,Action,0.12,0.0,0.0,0.01,0.13,41.0,6.0,,,E10+
9370,Top Spin 3,2008.0,D3Publisher,nan,nan,"Pam Development, 2K Sports",DS,Action,0.11,0.02,0.0,0.01,0.13,65.0,12.0,,,E
9371,Syberia,2008.0,Mindscape,nan,nan,"Microids, Dreamcatcher",DS,Action,0.1,0.02,0.0,0.01,0.13,52.0,10.0,,,T
9372,Kurt Warner's Arena Football Unleashed,2000.0,Midway Games,United States,Chicago,,PS,Sports,0.07,0.05,0.0,0.01,0.13,,,,,
9373,Puzzle Kingdoms,2009.0,Zoo Digital Publishing,nan,nan,Infinite Interactive,DS,Puzzle,0.12,0.0,0.0,0.01,0.13,64.0,12.0,6.3,4.0,E10+
9374,Hyperdimension Neptunia,2013.0,Compile Heart,Japan,Tokyo,,PSV,Role-Playing,0.05,0.0,0.07,0.01,0.13,,,,,
9375,Life is Strange,2016.0,Square Enix,Japan,"Shinjuku, Tokyo",DONTNOD Entertainment,XOne,Adventure,0.09,0.03,0.0,0.01,0.13,85.0,4.0,8.7,123.0,M
9376,Suite PreCure: Melody Collection,2011.0,Namco Bandai Games,nan,nan,,DS,Misc,0.0,0.0,0.13,0.0,0.13,,,,,
9377,NHL 2K9,2008.0,Take-Two Interactive,nan,nan,Visual Concepts,PS2,Sports,0.07,0.05,0.0,0.02,0.13,,,6.7,7.0,E10+
9378,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,2008.0,Atlus,Japan,Tokyo,Atlus Co.,PS2,Role-Playing,0.07,0.05,0.0,0.02,0.13,79.0,23.0,8.7,26.0,M
9379,Rogue Ops,2003.0,Kemco,nan,nan,Bits Studios,XB,Action,0.1,0.03,0.0,0.0,0.13,63.0,24.0,,,M
9380,NBA Hoopz,2001.0,Midway Games,United States,Chicago,Eurocom Entertainment Software,PS,Sports,0.07,0.05,0.0,0.01,0.13,,,,,E
9381,Transworld Surf,,Atari,United States,Pawtucket,Rockstar San Diego,XB,Sports,0.1,0.03,0.0,0.0,0.13,76.0,25.0,,,T
9382,History Civil War: Secret Missions,2008.0,Activision,United States,Santa Monica,,X360,Shooter,0.12,0.0,0.0,0.01,0.13,,,,,
9383,MLB 11: The Show,2011.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)",SCEA San Diego Studios,PS2,Sports,0.06,0.05,0.0,0.02,0.13,,,6.2,6.0,E
9384,Castrol Honda Superbike Racing,1998.0,THQ,United States,Agoura Hills,,PS,Racing,0.07,0.05,0.0,0.01,0.13,,,,,
9385,X-Blades,2009.0,SouthPeak Games,nan,nan,Gaijin Entertainment,PS3,Action,0.07,0.03,0.02,0.01,0.13,50.0,31.0,5.9,15.0,M
9386,Teenage Mutant Ninja Turtles: Danger of the Ooze,2014.0,Activision,United States,Santa Monica,WayForward,3DS,Adventure,0.08,0.04,0.0,0.01,0.13,,,,,E10+
9387,Army Men: Green Rogue,2001.0,3DO,nan,nan,3DO,PS2,Action,0.06,0.05,0.0,0.02,0.13,39.0,13.0,3.8,4.0,T
9388,Chessmaster,2004.0,Ubisoft,Europe,Montreuil-sous-Bois,Ubisoft,XB,Misc,0.1,0.03,0.0,0.0,0.13,79.0,12.0,9.0,6.0,E
9389,Brain Assist,2007.0,Sega,United States,"Ota, Tokyo,San Francisco",Sega,DS,Misc,0.12,0.0,0.0,0.01,0.13,53.0,17.0,,,E
9390,Freddi Fish: ABC under the sea,2008.0,Atari,United States,Pawtucket,,DS,Misc,0.12,0.0,0.0,0.01,0.13,,,,,
9391,Adventures to Go!,2008.0,Zushi Games,nan,nan,,PSP,Role-Playing,0.11,0.0,0.01,0.02,0.13,,,,,
9392,Monster Rancher DS,2008.0,Tecmo Koei,nan,nan,Cing,DS,Role-Playing,0.08,0.0,0.05,0.01,0.13,58.0,4.0,,,E
9393,Peter Jackson's King Kong: The Official Game of the Movie,2005.0,Ubisoft,Europe,Montreuil-sous-Bois,Ubisoft Casablanca,DS,Action,0.12,0.0,0.0,0.01,0.13,28.0,5.0,3.2,32.0,T
9394,Superman: The Man of Steel,2002.0,Atari,United States,Pawtucket,Circus Freak,XB,Action,0.1,0.03,0.0,0.0,0.13,44.0,19.0,6.0,11.0,T
9395,Kororinpa: Marble Mania,2006.0,Nintendo,Japan,Kyoto,Hudson,Wii,Puzzle,0.08,0.02,0.03,0.01,0.13,69.0,39.0,8.7,21.0,E
9396,Ken to Mahou to Gakuen Mono. 3,2010.0,Acquire,Japan,"Chiyoda, Tokyo",,PSP,Role-Playing,0.0,0.0,0.13,0.0,0.13,,,,,
9397,The Flintstones: Bedrock Bowling,2000.0,Ubisoft,Europe,Montreuil-sous-Bois,,PS,Sports,0.07,0.05,0.0,0.01,0.13,,,,,
9398,NHL 2003,2002.0,Electronic Arts,United States,Redwood City,EA Sports,GC,Sports,0.1,0.03,0.0,0.0,0.13,79.0,13.0,6.3,4.0,E
9399,Chicken Run,2000.0,Eidos Interactive,nan,nan,Blitz Games,PS,Adventure,0.07,0.05,0.0,0.01,0.13,75.0,7.0,6.2,6.0,E
9400,Injustice: Gods Among Us,2013.0,Warner Bros. Interactive Entertainment,United States,Chicago,,PSV,Fighting,0.09,0.0,0.0,0.03,0.13,,,,,
9401,Fatal Inertia,2007.0,Tecmo Koei,nan,nan,Koei,X360,Racing,0.12,0.0,0.0,0.01,0.13,61.0,30.0,4.2,19.0,E10+
9402,Over the Hedge: Hammy Goes Nuts!,2006.0,Activision,United States,Santa Monica,,DS,Platform,0.12,0.0,0.0,0.01,0.13,,,,,
9403,Phantom Brave: We Meet Again,2009.0,Nippon Ichi Software,Japan,Kakamigahara,Nippon Ichi Software,Wii,Role-Playing,0.12,0.0,0.01,0.01,0.13,76.0,12.0,7.1,15.0,T
9404,NHL 2K9,2008.0,Take-Two Interactive,nan,nan,Visual Concepts,PS3,Sports,0.11,0.01,0.0,0.01,0.13,70.0,21.0,,,E10+
9405,Shining Force III,1997.0,Sega,United States,"Ota, Tokyo,San Francisco",,SAT,Strategy,0.0,0.0,0.13,0.0,0.13,,,,,
9406,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,2011.0,Konami Digital Entertainment,nan,nan,,PSP,Sports,0.0,0.0,0.13,0.0,0.13,,,,,
9407,Tales of the Heroes: Twin Brave,2012.0,Namco Bandai Games,nan,nan,,PSP,Role-Playing,0.0,0.0,0.13,0.0,0.13,,,,,
9408,WWE Survivor Series,2004.0,THQ,United States,Agoura Hills,Natsume,GBA,Fighting,0.09,0.04,0.0,0.0,0.13,55.0,12.0,8.2,5.0,T
9409,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,2006.0,Sega,United States,"Ota, Tokyo,San Francisco",,DS,Action,0.0,0.0,0.13,0.0,0.13,,,,,
9410,Kung-Fu: High Impact,2011.0,Black Bean Games,nan,nan,Virtual Air Guitar Company,X360,Action,0.08,0.05,0.0,0.01,0.13,56.0,18.0,7.8,20.0,T
9411,Euro Truck Simulator 2,2012.0,SCS Software,Czech Republic,Prague,SCS Software,PC,Action,0.0,0.12,0.0,0.02,0.13,79.0,17.0,8.7,992.0,
9412,Bakugan: Battle Trainer,2010.0,Activision,United States,Santa Monica,,DS,Action,0.12,0.0,0.0,0.01,0.13,,,,,
9413,Super Robot Wars BX,2015.0,Namco Bandai Games,nan,nan,,3DS,Action,0.0,0.0,0.13,0.0,0.13,,,,,
9414,Tomb Raider: Legend,2006.0,Eidos Interactive,nan,nan,Crystal Dynamics,XB,Action,0.1,0.03,0.0,0.0,0.13,82.0,40.0,7.2,13.0,T
9415,Nagano Winter Olympics '98,1997.0,Konami Digital Entertainment,nan,nan,,PS,Sports,0.07,0.05,0.0,0.01,0.13,,,,,
9416,I Spy: Universe,2010.0,Scholastic Inc.,nan,nan,"Big Blue Bubble Inc., Scholastic, Inc.",DS,Puzzle,0.12,0.0,0.0,0.01,0.13,,,,,E
9417,Ninjatown,2008.0,SouthPeak Games,nan,nan,"Venan Entertainment, Cashmere Prod.",DS,Strategy,0.12,0.0,0.0,0.01,0.13,80.0,40.0,8.3,21.0,E
9418,Warcraft III: Reign of Chaos,2002.0,Vivendi Games,nan,nan,Blizzard Entertainment,PC,Strategy,0.03,0.09,0.0,0.02,0.13,92.0,40.0,9.1,1023.0,T
9419,Winning Post 5,2001.0,Tecmo Koei,nan,nan,,PS2,Sports,0.0,0.0,0.13,0.0,0.13,,,,,
9420,Frogger Beyond,2002.0,Konami Digital Entertainment,nan,nan,Konami,GC,Platform,0.1,0.03,0.0,0.0,0.13,60.0,6.0,7.2,5.0,E
9421,Lord of the Rings: Tactics,2005.0,Electronic Arts,United States,Redwood City,,PSP,Strategy,0.11,0.01,0.0,0.01,0.13,,,,,
9422,RPG Maker II,2002.0,Enterbrain,nan,nan,Kuusou Kagaku,PS2,Role-Playing,0.06,0.05,0.0,0.02,0.13,65.0,9.0,8.8,77.0,E
9423,The Oregon Trail,2011.0,Crave Entertainment,nan,nan,,3DS,Simulation,0.12,0.0,0.0,0.01,0.13,,,,,
9424,Alone in the Dark: Inferno,2008.0,Atari,United States,Pawtucket,Eden Studios,PS3,Adventure,0.09,0.03,0.0,0.02,0.13,69.0,25.0,5.6,50.0,M
9425,TRON: Evolution,2010.0,Disney Interactive Studios,United States,Glendale,SuperVillain Studios,PSP,Action,0.1,0.02,0.0,0.02,0.13,,,,,E10+
9426,Gravity Rush Remastered,2015.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)",Bluepoint Games,PS4,Action,0.02,0.05,0.04,0.01,0.13,80.0,62.0,8.2,153.0,T
9427,Destruction Derby Arenas,2004.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)",Studio 33,PS2,Racing,0.06,0.05,0.0,0.02,0.13,57.0,27.0,7.8,14.0,T
9428,Dengeki Bunko Fighting Climax,2014.0,Sega,United States,"Ota, Tokyo,San Francisco",Sega,PSV,Fighting,0.04,0.0,0.08,0.01,0.13,75.0,7.0,8.5,28.0,T
9429,MLB Power Pros 2008,2008.0,Konami Digital Entertainment,nan,nan,Konami,Wii,Sports,0.11,0.0,0.01,0.01,0.13,79.0,16.0,8.7,21.0,E
9430,Littlest Pet Shop: Spring,2009.0,Electronic Arts,United States,Redwood City,Electronic Arts,DS,Simulation,0.12,0.0,0.0,0.01,0.13,,,,,E
9431,The Unholy War,1998.0,Eidos Interactive,nan,nan,,PS,Strategy,0.07,0.05,0.0,0.01,0.13,,,,,
9432,Cabela's Dangerous Hunts 2009,2008.0,Activision,United States,Santa Monica,FUN Labs,X360,Sports,0.12,0.0,0.0,0.01,0.13,42.0,4.0,,,T
9433,Rumble Roses XX,2006.0,Konami Digital Entertainment,nan,nan,Konami,X360,Fighting,0.07,0.01,0.04,0.01,0.13,62.0,54.0,6.6,28.0,M
9434,Total War: WARHAMMER,2016.0,Sega,United States,"Ota, Tokyo,San Francisco",Creative Assembly,PC,Strategy,0.0,0.12,0.0,0.01,0.13,86.0,77.0,7.3,556.0,T
9435,Wantame Music Channel: Doko Demo Style,2007.0,Capcom,Japan,Osaka,,DS,Misc,0.0,0.0,0.13,0.0,0.13,,,,,
9436,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,2005.0,Ubisoft,Europe,Montreuil-sous-Bois,,GBA,Platform,0.09,0.03,0.0,0.0,0.13,,,,,
9437,Shaman King: Power of Spirit,2004.0,Konami Digital Entertainment,nan,nan,WinkySoft,PS2,Adventure,0.06,0.05,0.0,0.02,0.13,54.0,9.0,8.2,17.0,T
9438,Anno 1701: Dawn of Discovery,2007.0,Touchstone,nan,nan,Sunflowers Interactive,DS,Simulation,0.07,0.05,0.0,0.01,0.13,78.0,14.0,7.5,19.0,E
9439,Soccer Tsuku DS: World Challenge 2010,2010.0,Sega,United States,"Ota, Tokyo,San Francisco",,DS,Sports,0.0,0.0,0.13,0.0,0.13,,,,,
9440,The BIGS 2,2009.0,Take-Two Interactive,nan,nan,Blue Castle Games,PS3,Sports,0.12,0.0,0.0,0.01,0.13,80.0,18.0,7.6,16.0,E10+
9441,LEGO Legends of Chima: Laval's Journey,2013.0,Warner Bros. Interactive Entertainment,United States,Chicago,TT Games,PSV,Adventure,0.01,0.09,0.0,0.03,0.13,64.0,5.0,6.6,8.0,E10+
9442,DreamWorks Super Star Kartz,2011.0,Activision,United States,Santa Monica,Activision,Wii,Racing,0.08,0.03,0.0,0.01,0.13,,,,,E
9443,Contra III: The Alien Wars,1992.0,Konami Digital Entertainment,nan,nan,,SNES,Shooter,0.0,0.0,0.13,0.0,0.13,,,,,
9444,The Amazing Race,2010.0,Ubisoft,Europe,Montreuil-sous-Bois,Ludia Inc.,Wii,Misc,0.12,0.0,0.0,0.01,0.13,,,,,E
9445,Dead to Rights: Reckoning,2005.0,Electronic Arts,United States,Redwood City,Rebellion,PSP,Shooter,0.12,0.0,0.0,0.01,0.13,54.0,26.0,7.2,22.0,M
9446,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,2011.0,Square Enix,Japan,"Shinjuku, Tokyo",,3DS,Role-Playing,0.0,0.0,0.13,0.0,0.13,,,,,
9447,NBA 08,2007.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)",SCEA San Diego Studios,PS3,Sports,0.12,0.0,0.0,0.01,0.13,63.0,37.0,6.0,4.0,E
9448,Hasbro Family Fun Pack,2015.0,Ubisoft,Europe,Montreuil-sous-Bois,Ubisoft,XOne,Misc,0.1,0.02,0.0,0.01,0.13,,,,,E10+
9449,Amagami,2009.0,Enterbrain,nan,nan,,PS2,Adventure,0.0,0.0,0.13,0.0,0.13,,,,,
9450,No Fear Downhill Mountain Biking,1998.0,Codemasters,United Kingdom,Southam,,PS,Sports,0.07,0.05,0.0,0.01,0.13,,,,,
9451,NCIS,2011.0,Ubisoft,Europe,Montreuil-sous-Bois,Ubisoft,Wii,Adventure,0.08,0.04,0.0,0.01,0.13,,,,,T
9452,The IdolM@ster: One for All,2014.0,Namco Bandai Games,nan,nan,,PS3,Misc,0.0,0.0,0.13,0.0,0.13,,,,,
9453,Fire ProWrestling,2001.0,Spike,Japan,Tokyo,,GBA,Fighting,0.09,0.03,0.0,0.0,0.13,,,,,
9454,Eternal Poison (JP sales),2008.0,Banpresto,nan,nan,,PS2,Role-Playing,0.0,0.0,0.13,0.0,0.13,,,,,
9455,Mission: Impossible - Operation Surma,2003.0,Atari,United States,Pawtucket,Paradigm Entertainment,XB,Platform,0.1,0.03,0.0,0.0,0.13,67.0,27.0,6.8,4.0,T
9456,Legendary,2008.0,Atari,United States,Pawtucket,Spark Unlimited,PS3,Shooter,0.08,0.03,0.0,0.02,0.13,50.0,31.0,7.1,31.0,M
9457,Chuck E. Cheese's Game Room,2010.0,UFO Interactive,nan,nan,UFO Interactive,DS,Misc,0.12,0.0,0.0,0.01,0.13,,,,,E
9458,MX 2002 Featuring Ricky Carmichael,2001.0,THQ,United States,Agoura Hills,Pacific Coast Power & Light,XB,Racing,0.1,0.03,0.0,0.0,0.13,74.0,15.0,,,E
9459,Romance of the Three Kingdoms IV: Wall of Fire,1995.0,Tecmo Koei,nan,nan,,PS,Strategy,0.05,0.03,0.04,0.01,0.13,,,,,
9460,Illusion of Gaia,1993.0,Nintendo,Japan,Kyoto,,SNES,Role-Playing,0.0,0.0,0.13,0.0,0.13,,,,,
9461,Batman: Arkham Knight,2015.0,Warner Bros. Interactive Entertainment,United States,Chicago,"Rocksteady Studios, Iron Galaxy Studios",PC,Action,0.09,0.03,0.0,0.01,0.13,70.0,14.0,2.5,1967.0,M
9462,Disney's Kim Possible: Kimmunicator,2005.0,Disney Interactive Studios,United States,Glendale,Artificial Mind and Movement,DS,Platform,0.11,0.01,0.0,0.01,0.13,61.0,14.0,7.5,4.0,E
9463,Mega Man Anniversary Collection,2005.0,Capcom,Japan,Osaka,Atomic Planet Entertainment,XB,Platform,0.1,0.03,0.0,0.0,0.13,80.0,12.0,9.2,5.0,E
9464,Sally's Salon,2008.0,Capcom,Japan,Osaka,Capcom,DS,Simulation,0.12,0.0,0.0,0.01,0.13,,,,,E
9465,Disruptor,1995.0,Interplay,nan,nan,,PS,Shooter,0.07,0.05,0.0,0.01,0.13,,,,,
9466,Pro Evolution Soccer 2017,2016.0,Konami Digital Entertainment,nan,nan,Konami,PS3,Sports,0.01,0.05,0.06,0.01,0.13,,,7.2,19.0,E
